Web ID,Region,Reported Date,Reported Year,Month Number,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
51711,Mediterranean,1-May-19,2019,,May,1,,1,13,,1,,Drowning,"Body recovered on beach in Bodrum, Turkey",Alarm Phone,"37.029691799435, 27.407797996018",Eastern Mediterranean,http://bit.ly/2VDEMJf,Uncategorized,4
53004,North Africa,30-Apr-19,2019,,Apr,1,,1,,1,,,"Sickness and lack of access to medicines, Sexual abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.718439000000, 14.108230000000",,,Northern Africa,2
52997,North Africa,30-Apr-19,2019,,Apr,1,,1,,1,,,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.448899000000, 26.220846000000",,,Northern Africa,2
53003,North Africa,30-Apr-19,2019,,Apr,2,,2,,2,,,"Sickness and lack of access to medicines, Suffocation, Excessive Physical Abuse","Near Alexandria, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.137120000000, 29.945215000000",,,Northern Africa,2
52996,North Africa,30-Apr-19,2019,,Apr,2,,2,,,2,2,Shot or stabbed,On the Libya-Tunisia border,Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.457955000000, 11.528213000000",,,Northern Africa,2
53008,North Africa,30-Apr-19,2019,,Apr,1,,1,,,1,,Unknown,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.963269000000, 14.521091000000",,,Northern Africa,2
52995,North Africa,30-Apr-19,2019,,Apr,2,,2,,,2,,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Sirte, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.161294000000, 16.574304000000",,,Northern Africa,2
53001,North Africa,30-Apr-19,2019,,Apr,7,,7,,,,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.663612000000, 21.384746000000",,,Northern Africa,2
53007,North Africa,30-Apr-19,2019,,Apr,5,,5,,1,2,1,"Sickness and lack of access to medicines, Starvation, Shot or stabbed","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.829024000000, 13.205116000000",,,Northern Africa,2
53000,North Africa,30-Apr-19,2019,,Apr,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Vehicle Accident","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.663612000000, 21.384746000000",,,Northern Africa,2
53006,North Africa,30-Apr-19,2019,,Apr,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.718439000000, 14.108230000000",,,Northern Africa,2
52999,North Africa,30-Apr-19,2019,,Apr,1,,1,,1,,,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.690454000000, 34.042331000000",,,Northern Africa,2
53005,North Africa,30-Apr-19,2019,,Apr,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Suffocation, Sexual abuse","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.829024000000, 13.205116000000",,,Northern Africa,2
52998,North Africa,30-Apr-19,2019,,Apr,2,,2,,1,1,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.448899000000, 26.220846000000",,,Northern Africa,2
51649,Mediterranean,29-Apr-19,2019,,Apr,1,,1,,,1,,Stabbed,"Port of Ceuta, Spain","El Faro de Ceuta, Europa Press","35.894568730531, -5.320015124329",Western Mediterranean,"http://bit.ly/2WjNRIf, http://bit.ly/2UUwPil",Uncategorized,3
51641,North Africa,27-Apr-19,2019,,Apr,21,,21,28,,,,Vehicle Accident,"Canal in Laatamna, Berkane, Morocco, near secondary road between Saidia and Nador",Association Marocaine des Droits Humains - Section Nador,"35.021851457349, -2.230722467043",,"https://www.facebook.com/AmdhNador/photos/a.1693125780899690/2318151695063759/?type=3&theater, http://bit.ly/2vIjyPK",Northern Africa,4
52385,North Africa,27-Apr-19,2019,,Apr,1,,1,,,1,,Sickness and lack of access to medicines,Unspecified location in Algeria,Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.050684000000, 5.543735000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52852,Middle East,25-Apr-19,2019,,Apr,1,,1,,,1,,Presumed drowning,"Evros/Meriç river, Karayusuflu, Meriç district, Edirne, Turkey",Hürriyet,"41.269784948843, 26.425764089924",,http://bit.ly/2UlarC7,Western Asia,1
51677,Mediterranean,22-Apr-19,2019,,Apr,,4,4,9,,,,Drowning,"Unspecified location in the Gibraltar Strait, off the coast of Fnideq, Morocco",Caminando Fronteras,"35.856516686828, -5.294925267754",Western Mediterranean,"http://bit.ly/2Vcyu7V, http://bit.ly/2Y71E5r",Uncategorized,4
52991,North Africa,21-Apr-19,2019,,Apr,2,,2,,1,1,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.448899000000, 26.220846000000",,,Northern Africa,2
52994,North Africa,21-Apr-19,2019,,Apr,1,,1,,1,,,"Sickness and lack of access to medicines, Vehicle Accident","Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.074353000000, 32.930866000000",,,Northern Africa,2
52993,North Africa,21-Apr-19,2019,,Apr,1,,1,,1,,,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.448899000000, 26.220846000000",,,Northern Africa,2
52992,North Africa,21-Apr-19,2019,,Apr,1,,1,,1,,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.448899000000, 26.220846000000",,,Northern Africa,2
51634,Middle East,19-Apr-19,2019,,Apr,4,,4,,,4,,Hyperthermia,"Near Ba?kale, Turkey, on the border with Iran",NTV,"37.995147056170, 44.266898901367",,"https://bit.ly/2UTYzbS, https://bit.ly/2VohOtm",Western Asia,3
51626,Mediterranean,14-Apr-19,2019,,Apr,1,,1,51,1,,,Drowning,"Off the coast of Karlovasi, Samos, Greece","Hellenic Coast Guard via IOM Greece, AFP","37.831638331866, 26.697766507964",Eastern Mediterranean,"http://hcg.gr/node/19964, http://bit.ly/2X7LGaw",Uncategorized,5
52749,Mediterranean,14-Apr-19,2019,,Apr,1,,1,,,,,Unknown,"Near Al Maya, Libya",IOM Libya,"32.940642216765, 12.884588529915",Central Mediterranean,,Uncategorized,4
51631,Middle East,12-Apr-19,2019,,Apr,6,,6,,,6,,Hypothermia,"Bodies recovered near Ba?kale, Turkey, on the border with Iran",CNN,"38.035736716402, 44.290931494141",,"https://bit.ly/2W5slqq, https://bit.ly/2XHzkWS, https://bit.ly/2UC3c55",Western Asia,3
51623,Mediterranean,10-Apr-19,2019,,Apr,,1,1,19,,,,Drowning,"40 miles north of Zuwara, Libya",IOM Libya,"33.396503389202, 12.252819237099",Central Mediterranean,,Uncategorized,4
51899,Mediterranean,7-Apr-19,2019,,Apr,2,,2,,,2,,Presumed drowning,"One body recovered on Afantou beach, another recovered on Faliraki beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","36.305288575963, 28.199649284451",Eastern Mediterranean,https://t1p.de/sotl,Uncategorized,5
51622,Mediterranean,7-Apr-19,2019,,Apr,1,,1,41,,1,1,Unknown,"Found on boat off the coast of Dikili, ?zmir province, Turkey",IOM Turkey,"39.081226157667, 26.818093010372",Eastern Mediterranean,https://twitter.com/IOMturkey/status/1115234536835690496,Uncategorized,4
51898,Mediterranean,6-Apr-19,2019,,Apr,1,,1,,,1,,Presumed drowning,"Body recovered on Afantou beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","36.287447264207, 28.186812824077",Eastern Mediterranean,https://t1p.de/sotl,Uncategorized,5
51612,Middle East,5-Apr-19,2019,,Apr,1,,1,3,1,,1,Shot,"Syria-Turkey border, near Bab al-Hawa, Aleppo, Syria","The New Arab, Syrian Observatory for Human Rights","36.239751185237, 36.687511301826",,"http://bit.ly/2WSg4pp, http://www.syriahr.com/en/?p=123486",Western Asia,4
51601,Mediterranean,2-Apr-19,2019,,Apr,1,,1,,,,,Presumed drowning,"Off the coast of Al-Hoceima, Morocco (Alboran Sea)",Association Marocaine des Droits Humains - Section Nador,"35.358181389497, -3.963637678454",Western Mediterranean,https://www.facebook.com/AmdhNador/posts/2302608666618062,Uncategorized,4
51619,Mediterranean,1-Apr-19,2019,,Apr,,50,50,,,,,Presumed drowning,"Unspecified location off the coast of Zuwara, Libya","Alarm Phone, Sea-Eye","33.307272561547, 12.308126102977",Central Mediterranean,"http://bit.ly/2YKbP0W, http://bit.ly/2FTlvi9, http://bit.ly/2HVJLmc",Uncategorized,4
51600,Mediterranean,1-Apr-19,2019,,Apr,1,,1,12,,1,,Hypothermia,"After disembarkation in Port of Tarifa, Cádiz, Spain (rescued from boat in Gibraltar Strait)","Europa Sur, ABC","35.980298764742, -5.773669680016",Western Mediterranean,"http://bit.ly/2FIuwcB, http://bit.ly/2uDo2GR",Uncategorized,3
52358,North Africa,31-Mar-19,2019,,Mar,1,,1,,1,,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.527344000000, 22.255737000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52357,North Africa,31-Mar-19,2019,,Mar,1,,1,,1,,,"Excessive Physical Abuse, Sexual abuse","Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.736681000000, 34.037046000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
51598,Europe,31-Mar-19,2019,,Mar,1,,1,,,1,,Fall into a mountain crevice,"Forest area north of Javornik, north-west of Plitvice lakes, Croatia","Police Directorate of Lika Senj, HGSS (Croatian mountain rescue service), Novi list, Lika online","44.983703900000, 15.476410700000",Western Balkans,"http://bit.ly/2YN6OVc, http://bit.ly/2uDzdiJ, http://bit.ly/2FP0Vzz, http://bit.ly/2U8TXhI, http://bit.ly/2WSZTIm",Southern Europe,5
51597,Europe,31-Mar-19,2019,,Mar,1,,1,14,,1,,Fall from vehicle,"Along Udovo-Demir Kapija road, near Vodisirska river, North Macedonia",North Macedonia Ministry of Interior via IOM Skopje,"41.420003176858, 22.222123150364",Western Balkans,,Southern Europe,5
51678,Europe,29-Mar-19,2019,,Mar,1,,1,,,,,Drowning,"Evros River, near Feres, Greece",Hellenic Police via UNHCR,"40.880966337291, 26.221849980838",,,Southern Europe,5
51591,Mediterranean,28-Mar-19,2019,,Mar,,2,2,36,,2,,Presumed drowning,"Off the coast of Chios, Greece",Hellenic Coast Guard via IOM Greece,"38.362368696592, 26.172509473654",Eastern Mediterranean,,Uncategorized,5
51589,Mediterranean,26-Mar-19,2019,,Mar,1,,1,,,,,Presumed drowning,"Body recovered on Playa del Tarajal, Ceuta, Spain (Strait of Gibraltar)","Ceuta al día, El Pueblo de Ceuta","35.871901875921, -5.343037665842",Western Mediterranean,"http://bit.ly/2uyj7qO, http://bit.ly/2uwj5zC",Uncategorized,3
53383,North Africa,26-Mar-19,2019,,Mar,2,,2,,2,,,"Sickness and lack of access to medicines, Starvation","Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",,,Northern Africa,2
51588,Mediterranean,26-Mar-19,2019,,Mar,4,,4,11,3,,1,Presumed drowning,"Off the coast of Ayvac?k district, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,"39.441975591614, 26.378816195919",Eastern Mediterranean,http://bit.ly/2YmiPAN,Uncategorized,5
53382,North Africa,26-Mar-19,2019,,Mar,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51590,Mediterranean,26-Mar-19,2019,,Mar,1,,1,,,,,Presumed drowning,"Body recovered on beach near Tetouan, Morocco (Strait of Gibraltar)",El Pueblo de Ceuta,"35.635115912988, -5.275650103548",Western Mediterranean,http://bit.ly/2uwj5zC,Uncategorized,1
51630,Europe,24-Mar-19,2019,,Mar,1,,1,,,1,,Drowning,"Evros River, near Feres, Greece",E-Evros,"40.886871122341, 26.249464612210",,https://bit.ly/2Gah8PN,Southern Europe,1
51833,Middle East,24-Mar-19,2019,,Mar,1,,1,,,1,,Drowning,"Evros/Meriç river, near Yenikarpuzlu, Edirne, Turkey","UNHCR, Hurriyet","40.858181570833, 26.233806481109",,http://bit.ly/2LL01r5,Western Asia,4
53377,North Africa,23-Mar-19,2019,,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
51595,Mediterranean,23-Mar-19,2019,,Mar,,41,41,,,,,Presumed drowning,"Off the coast of Sabratha, Libya","IOM Italy, Mediterranea Rescue","32.837325915454, 12.432737422718",Central Mediterranean,"http://bit.ly/2CEoDMW, http://bit.ly/2YrtWZd, http://bit.ly/2TWdwd1, http://bit.ly/2HYLzum",Uncategorized,4
51586,Mediterranean,23-Mar-19,2019,,Mar,5,3,8,,3,5,,Presumed drowning,"Off the coast of Sfax, Tunisia","Shems FM, Tunisie Numérique, Kapitalis, Webdo","35.317034468315, 11.078928258810",Central Mediterranean,"http://bit.ly/2U1K4C4, http://bit.ly/2HJW70B, http://tiny.cc/ekhi4y, http://tiny.cc/rshi4y, http://bit.ly/2v7cFam",Uncategorized,3
53380,North Africa,23-Mar-19,2019,,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Sudan, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.293406000000, 26.087168000000",,,Northern Africa,2
53379,North Africa,23-Mar-19,2019,,Mar,1,,1,,,1,,,"El Fasher, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.624320000000, 25.355630000000",,,Northern Africa,2
53378,North Africa,23-Mar-19,2019,,Mar,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.845940000000, 21.835454000000",,,Northern Africa,2
53376,North Africa,22-Mar-19,2019,,Mar,2,,2,,1,1,,"Sickness and lack of access to medicines, Starvation","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",,,Northern Africa,2
51594,Mediterranean,22-Mar-19,2019,,Mar,1,,1,,1,,,Presumed drowning,"Body recovered on Playa de Horcas Coloradas, near Aguadú, Melilla, Spain (Alboran Sea)","El Faro de Melilla, Europa Press","35.324581077512, -2.955065558274",Western Mediterranean,"http://bit.ly/2OFEf7r, http://bit.ly/2TQg07y",Uncategorized,3
53375,North Africa,22-Mar-19,2019,,Mar,2,,2,,1,1,,"Sickness and lack of access to medicines, Starvation","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",,,Northern Africa,2
53373,North Africa,21-Mar-19,2019,,Mar,2,,2,,,2,,Sickness and lack of access to medicines,"Tijeri, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.311630000000, 85.017390000000",,,Northern Africa,2
53371,North Africa,20-Mar-19,2019,,Mar,3,,3,,,3,,"Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",,,Northern Africa,2
53370,North Africa,20-Mar-19,2019,,Mar,2,,2,,2,,,Sickness and lack of access to medicines,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
53369,North Africa,20-Mar-19,2019,,Mar,1,,1,,1,,,"Sickness and lack of access to medicines, Excessive Physical Abuse, Sexual abuse","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53368,North Africa,20-Mar-19,2019,,Mar,2,,2,,,2,,,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53367,North Africa,20-Mar-19,2019,,Mar,2,,2,,2,,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",,,Northern Africa,2
51593,Mediterranean,19-Mar-19,2019,,Mar,1,,1,,1,,,Presumed drowning,"Body recovered off the coast of Aguadú, Melilla, Spain (Alboran Sea)","La Vanguardia, El Faro de Melilla","35.320534947419, -2.951115676707",Western Mediterranean,"http://bit.ly/2uCBhaL, http://bit.ly/2YHKg8k",Uncategorized,3
51548,Mediterranean,19-Mar-19,2019,,Mar,1,3,4,15,,,1,Presumed drowning,"Between Sabratha and Surman, Libya",IOM Libya,"32.816243467052, 12.530851413107",Central Mediterranean,"http://bit.ly/2ue4qZx, https://bit.ly/2TR74nh, https://bit.ly/2UJ88Gh",Uncategorized,3
53365,North Africa,19-Mar-19,2019,,Mar,2,,2,,,2,,Sickness and lack of access to medicines,"Rebyanah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.309350000000, 30.528370000000",,,Northern Africa,2
53362,North Africa,18-Mar-19,2019,,Mar,1,,1,,,1,,Vehicle Accident,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.845940000000, 21.835454000000",,,Northern Africa,2
51546,Mediterranean,18-Mar-19,2019,,Mar,3,,3,52,,,,Presumed drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Huffington Post Maghreb","35.267895220573, -2.799562392362",Western Mediterranean,"http://bit.ly/2TVZas5, http://bit.ly/2HHj7MI",Uncategorized,4
52338,North Africa,17-Mar-19,2019,,Mar,1,,1,,1,,,"Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.618357000000, 27.694968000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
51547,North Africa,17-Mar-19,2019,,Mar,,19,19,1,,,,Presumed drowning,"Off the coast of Sidi Warzeg, Sidi Ifni, near Agadir, Morocco",Hams News,"29.425766218075, -10.453333285156",Western African,"https://bit.ly/2TiLeUS, https://twitter.com/alzoubeidi/status/1107329875013193731",Uncategorized,1
52337,North Africa,17-Mar-19,2019,,Mar,3,,3,,1,2,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Vehicle Accident","Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.736681000000, 34.037046000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
53360,North Africa,17-Mar-19,2019,,Mar,1,,1,,,1,,,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.848018000000, 21.993292000000",,,Northern Africa,2
52336,North Africa,17-Mar-19,2019,,Mar,1,,1,,1,,1,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.736681000000, 34.037046000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
53356,North Africa,15-Mar-19,2019,,Mar,1,,1,,1,,,Sickness and lack of access to medicines,"Unspecified location in the desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.293406000000, 26.087168000000",,,Northern Africa,2
51544,Mediterranean,14-Mar-19,2019,,Mar,1,44,45,22,3,,1,Drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador","35.298258842764, -2.688431354400",Western Mediterranean,"http://bit.ly/2O7CPT5, http://bit.ly/2TDZT1O, http://bit.ly/2TKkyAF, http://bit.ly/2CpGd70",Uncategorized,4
53354,North Africa,13-Mar-19,2019,,Mar,1,,1,,,1,,Excessive Physical Abuse,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53353,North Africa,13-Mar-19,2019,,Mar,6,,6,,1,2,1,Vehicle Accident,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"28.092584000000, 13.817789000000",,,Northern Africa,2
53350,North Africa,11-Mar-19,2019,,Mar,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse","Zuwara, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.924320000000, 12.091570000000",,,Northern Africa,2
51533,Mediterranean,10-Mar-19,2019,,Mar,1,,1,,1,,,Presumed drowning,"Body found near Agios Theodoros, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.270273892269, 26.398878350778",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
53348,North Africa,10-Mar-19,2019,,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"28.092584000000, 13.817789000000",,,Northern Africa,2
51532,Mediterranean,10-Mar-19,2019,,Mar,1,,1,,1,,1,Presumed drowning,"Body found near Vatera, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.014895057350, 26.180971588785",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
52748,Europe,10-Mar-19,2019,,Mar,1,,1,,,,1,Drowning,"Drina river, near the Croatia-Serbia-Bosnia and Herzegovina border","No Name Kitchen via Balkan Insight, Are you Syrious?, Ministry of Internal Affairs of Una-Sana Canton","44.887482347969, 19.361060496678",Western Balkans,"http://bit.ly/2T07YbV, http://bit.ly/2VZylRn",Western Europe,4
53347,North Africa,9-Mar-19,2019,,Mar,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51531,Mediterranean,9-Mar-19,2019,,Mar,1,,1,,,,,Presumed drowning,"Body recovered in Almaya, Libya",IOM Libya,"32.817109118023, 12.877722158656",Central Mediterranean,,Uncategorized,4
53346,North Africa,9-Mar-19,2019,,Mar,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51530,Mediterranean,8-Mar-19,2019,,Mar,,2,2,,,,,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,"32.830914360483, 12.781146358787",Central Mediterranean,,Uncategorized,4
51529,Europe,8-Mar-19,2019,,Mar,1,,1,,,1,,Suffocation,"Body found inside truck in Port of Calais, Pas-de-Calais, France","Le Parisien, Ouest-France, La Voix du Nord, Calais Migrant Solidarity","50.971622839886, 1.858666925932",Calais to United Kingdom,"http://bit.ly/2u0VqXR, http://bit.ly/2UzcO1g, http://bit.ly/2HnEWBV, http://bit.ly/2CR3wHl",Western Europe,4
51528,Europe,8-Mar-19,2019,,Mar,1,,1,1,,1,,Electrocution on railway,"Train tracks near Šid, Serbia",Šid Border Police via IOM Serbia,"45.122436600000, 19.220929400000",Western Balkans,,Southern Europe,5
53345,North Africa,7-Mar-19,2019,,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.293406000000, 26.087168000000",,,Northern Africa,2
51521,Mediterranean,7-Mar-19,2019,,Mar,3,,3,9,,3,2,Drowning,"Off the coast of Samos, Greece","IOM Greece, AP","37.765329835283, 27.098161931733",Eastern Mediterranean,https://t1p.de/givu,Uncategorized,4
53339,North Africa,5-Mar-19,2019,,Mar,1,,1,,,1,,Sickness and lack of access to medicines,"Brak, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.546820000000, 14.267570000000",,,Northern Africa,2
53343,North Africa,5-Mar-19,2019,,Mar,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"28.092584000000, 13.817789000000",,,Northern Africa,2
53342,North Africa,5-Mar-19,2019,,Mar,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"28.092584000000, 13.817789000000",,,Northern Africa,2
53341,North Africa,5-Mar-19,2019,,Mar,1,,1,,1,,,Fall from vehicle,"Unspecified location, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"28.092584000000, 13.817789000000",,,Northern Africa,2
53340,North Africa,5-Mar-19,2019,,Mar,1,,1,,1,,,"Sickness and lack of access to medicines, Sexual abuse","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51514,Mediterranean,3-Mar-19,2019,,Mar,1,,1,,,1,,Presumed drowning,"Body recovered in the Gibraltar Strait, off the coast of Ceuta, Spain","Europa Press, El Faro de Ceuta Europa","35.907899477687, -5.347827507452",Western Mediterranean,"http://bit.ly/2C3G7C9, http://bit.ly/2GYk8R6",Uncategorized,3
51583,Mediterranean,28-Feb-19,2019,,Feb,2,4,6,,1,1,,Drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.856284991833, -5.854248522049",Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,5
52314,North Africa,27-Feb-19,2019,,Feb,1,,1,,,1,,"Sickness and lack of access to medicines, Suffocation, Excessive Physical Abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.758550000000, 14.093060000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52313,North Africa,27-Feb-19,2019,,Feb,1,,1,,,1,,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.527344000000, 22.255737000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
51611,Middle East,27-Feb-19,2019,,Feb,1,,1,,,1,,Shot,"Syria-Turkey border, Idlib province, Syria",Syrian Observatory for Human Rights,"35.979943305493, 36.286786020529",,http://www.syriahr.com/en/?p=118135,Western Asia,4
52312,North Africa,27-Feb-19,2019,,Feb,2,,2,,1,1,,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse","Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"29.680834000000, 20.418746000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
